Word,Freq. Difference,Rel. Frequency - Passwords,Rel. Frequency - BNC,Freq. Sum,Abs. Freq. - Passwords,Abs. Freq. - BNC
pun,8.47E-05,8.60E-05,1.37E-06,8.74E-05,3477,137
hem,8.46E-05,8.77E-05,3.14E-06,9.08E-05,3544,314
hor,8.45E-05,8.48E-05,2.80E-07,8.51E-05,3428,28
ninja,8.45E-05,8.51E-05,5.79E-07,8.57E-05,3440,58
amir,8.44E-05,8.56E-05,1.27E-06,8.69E-05,3461,127
shelly,8.43E-05,8.49E-05,5.99E-07,8.55E-05,3433,60
blood,8.43E-05,1.86E-04,1.02E-04,2.88E-04,7514,10170
stephen,8.43E-05,1.33E-04,4.85E-05,1.81E-04,5366,4857
bus,8.42E-05,1.39E-04,5.46E-05,1.93E-04,5611,5465
lewis,8.42E-05,1.22E-04,3.75E-05,1.59E-04,4919,3754
avo,8.42E-05,8.42E-05,4.99E-08,8.43E-05,3403,5
jessi,8.41E-05,8.42E-05,9.99E-08,8.43E-05,3402,10
lizzie,8.41E-05,8.74E-05,3.32E-06,9.07E-05,3531,332
tanner,8.40E-05,8.65E-05,2.53E-06,8.91E-05,3497,253
nim,8.40E-05,8.41E-05,1.40E-07,8.42E-05,3399,14
vane,8.39E-05,8.53E-05,1.36E-06,8.66E-05,3447,136
isaac,8.38E-05,8.94E-05,5.52E-06,9.49E-05,3612,553
fir,8.38E-05,8.63E-05,2.51E-06,8.88E-05,3489,251
felix,8.38E-05,8.81E-05,4.27E-06,9.24E-05,3560,427
enrique,8.38E-05,8.50E-05,1.26E-06,8.63E-05,3437,126
joyce,8.36E-05,9.66E-05,1.30E-05,1.10E-04,3905,1302
ariana,8.36E-05,8.37E-05,9.99E-08,8.38E-05,3383,10
ashton,8.35E-05,8.83E-05,4.77E-06,9.31E-05,3569,477
cher,8.35E-05,8.47E-05,1.17E-06,8.58E-05,3422,117
roll,8.35E-05,1.16E-04,3.25E-05,1.48E-04,4688,3253
slides,8.35E-05,9.09E-05,7.39E-06,9.83E-05,3672,740
tito,8.35E-05,8.55E-05,2.08E-06,8.76E-05,3457,208
sah,8.35E-05,8.37E-05,2.30E-07,8.39E-05,3382,23
bless,8.34E-05,8.92E-05,5.74E-06,9.49E-05,3604,575
rog,8.34E-05,8.37E-05,2.60E-07,8.39E-05,3382,26
imp,8.34E-05,8.47E-05,1.31E-06,8.60E-05,3422,131
nab,8.33E-05,8.44E-05,1.04E-06,8.54E-05,3410,104
amr,8.33E-05,8.36E-05,2.80E-07,8.39E-05,3379,28
lame,8.33E-05,8.59E-05,2.65E-06,8.86E-05,3472,265
amigas,8.32E-05,8.33E-05,4.00E-08,8.33E-05,3366,4
montana,8.32E-05,8.45E-05,1.30E-06,8.58E-05,3416,130
thy,8.32E-05,8.97E-05,6.49E-06,9.62E-05,3625,650
bom,8.32E-05,8.49E-05,1.70E-06,8.66E-05,3431,170
marcos,8.32E-05,8.62E-05,2.98E-06,8.91E-05,3482,298
kiwi,8.32E-05,8.51E-05,1.98E-06,8.71E-05,3441,198
cake,8.32E-05,1.11E-04,2.80E-05,1.39E-04,4494,2807
kobe,8.32E-05,8.34E-05,2.10E-07,8.36E-05,3369,21
eba,8.31E-05,8.32E-05,2.00E-08,8.32E-05,3361,2
lalo,8.31E-05,8.31E-05,9.99E-09,8.31E-05,3357,1
sydney,8.30E-05,9.31E-05,1.01E-05,1.03E-04,3763,1011
het,8.30E-05,8.33E-05,2.80E-07,8.36E-05,3366,28
isabella,8.30E-05,8.71E-05,4.08E-06,9.11E-05,3519,408
elephant,8.30E-05,9.21E-05,9.14E-06,1.01E-04,3723,915
awa,8.29E-05,8.33E-05,3.90E-07,8.37E-05,3367,39
elt,8.29E-05,8.39E-05,9.79E-07,8.48E-05,3389,98
elf,8.28E-05,8.62E-05,3.39E-06,8.96E-05,3485,339
juicy,8.27E-05,8.47E-05,2.00E-06,8.67E-05,3425,200
itas,8.27E-05,8.27E-05,0,8.27E-05,3343,0
cynthia,8.26E-05,8.49E-05,2.23E-06,8.71E-05,3430,223
twins,8.26E-05,9.41E-05,1.15E-05,1.06E-04,3805,1153
nap,8.25E-05,8.44E-05,2.00E-06,8.64E-05,3413,200
jee,8.24E-05,8.24E-05,4.00E-08,8.25E-05,3332,4
yon,8.23E-05,8.33E-05,1.05E-06,8.44E-05,3367,105
noel,8.22E-05,8.74E-05,5.20E-06,9.26E-05,3534,521
nei,8.22E-05,8.24E-05,2.10E-07,8.26E-05,3330,21
georgia,8.21E-05,8.98E-05,7.66E-06,9.75E-05,3629,767
bears,8.21E-05,9.56E-05,1.36E-05,1.09E-04,3865,1359
penny,8.20E-05,1.01E-04,1.94E-05,1.21E-04,4100,1942
gloria,8.20E-05,8.93E-05,7.31E-06,9.67E-05,3611,732
filip,8.19E-05,8.23E-05,4.20E-07,8.28E-05,3328,42
poy,8.19E-05,8.19E-05,0,8.19E-05,3308,0
ranger,8.18E-05,8.38E-05,2.03E-06,8.59E-05,3388,203
dew,8.18E-05,8.45E-05,2.80E-06,8.73E-05,3417,280
urs,8.17E-05,8.18E-05,4.99E-08,8.18E-05,3305,5
spa,8.17E-05,8.69E-05,5.24E-06,9.22E-05,3514,525
dane,8.16E-05,8.54E-05,3.83E-06,8.92E-05,3452,383
demi,8.16E-05,8.22E-05,6.19E-07,8.28E-05,3321,62
hill,8.15E-05,1.52E-04,7.08E-05,2.23E-04,6157,7088
dum,8.15E-05,8.26E-05,1.12E-06,8.37E-05,3339,112
mexican,8.14E-05,8.82E-05,6.78E-06,9.50E-05,3564,679
luisa,8.13E-05,8.35E-05,2.16E-06,8.56E-05,3374,216
monk,8.13E-05,8.76E-05,6.32E-06,9.39E-05,3540,633
trey,8.12E-05,8.13E-05,2.00E-08,8.13E-05,3284,2
justine,8.12E-05,8.19E-05,6.69E-07,8.26E-05,3310,67
hugo,8.12E-05,8.64E-05,5.16E-06,9.15E-05,3490,517
raul,8.12E-05,8.16E-05,4.00E-07,8.20E-05,3297,40
lance,8.12E-05,8.40E-05,2.86E-06,8.69E-05,3396,286
champ,8.12E-05,8.32E-05,2.00E-06,8.52E-05,3361,200
cue,8.11E-05,8.57E-05,4.59E-06,9.03E-05,3464,459
alls,8.11E-05,8.11E-05,9.99E-09,8.11E-05,3279,1
liza,8.11E-05,8.44E-05,3.27E-06,8.76E-05,3410,327
eda,8.11E-05,8.12E-05,1.30E-07,8.14E-05,3283,13
kane,8.10E-05,8.32E-05,2.19E-06,8.54E-05,3364,219
bue,8.10E-05,8.10E-05,0,8.10E-05,3275,0
cakes,8.10E-05,9.08E-05,9.83E-06,1.01E-04,3671,984
kot,8.10E-05,8.10E-05,4.99E-08,8.11E-05,3275,5
coke,8.10E-05,8.70E-05,6.09E-06,9.31E-05,3518,610
alt,8.09E-05,8.27E-05,1.78E-06,8.44E-05,3341,178
efron,8.08E-05,8.08E-05,9.99E-09,8.08E-05,3267,1
fabian,8.08E-05,8.23E-05,1.46E-06,8.37E-05,3325,146
dixie,8.07E-05,8.24E-05,1.65E-06,8.40E-05,3330,165
nicky,8.07E-05,8.68E-05,6.05E-06,9.28E-05,3507,606
gold,8.06E-05,1.58E-04,7.78E-05,2.36E-04,6405,7792
cab,8.06E-05,9.60E-05,1.55E-05,1.11E-04,3881,1547
felipe,8.06E-05,8.51E-05,4.54E-06,8.96E-05,3439,454
sub,8.05E-05,8.59E-05,5.35E-06,9.12E-05,3470,536
ijo,8.05E-05,8.05E-05,9.99E-09,8.05E-05,3253,1
emp,8.04E-05,8.07E-05,2.40E-07,8.09E-05,3260,24
git,8.04E-05,8.24E-05,2.00E-06,8.44E-05,3331,200
ment,8.04E-05,8.05E-05,1.30E-07,8.06E-05,3254,13
tez,8.04E-05,8.04E-05,9.99E-09,8.04E-05,3249,1
mitch,8.04E-05,8.44E-05,4.10E-06,8.85E-05,3413,410
walker,8.03E-05,1.03E-04,2.27E-05,1.26E-04,4166,2277
peewee,8.03E-05,8.03E-05,0,8.03E-05,3245,0
doc,8.03E-05,8.46E-05,4.37E-06,8.90E-05,3421,437
hoy,8.02E-05,8.10E-05,7.59E-07,8.17E-05,3272,76
ped,8.02E-05,8.02E-05,2.00E-08,8.02E-05,3242,2
eel,8.01E-05,8.20E-05,1.91E-06,8.40E-05,3316,191
donna,8.01E-05,8.99E-05,9.83E-06,9.98E-05,3635,984
ares,8.00E-05,8.03E-05,2.90E-07,8.06E-05,3246,29
oam,8.00E-05,8.00E-05,0,8.00E-05,3234,0
yankee,8.00E-05,8.12E-05,1.20E-06,8.24E-05,3282,120
cur,8.00E-05,8.03E-05,3.20E-07,8.06E-05,3245,32
smiles,7.99E-05,8.97E-05,9.73E-06,9.94E-05,3624,974
buck,7.99E-05,8.50E-05,5.10E-06,9.01E-05,3437,511
meli,7.99E-05,8.01E-05,2.50E-07,8.04E-05,3239,25
rev,7.99E-05,8.60E-05,6.13E-06,9.21E-05,3476,614
comp,7.98E-05,8.07E-05,8.89E-07,8.16E-05,3262,89
horse,7.97E-05,1.57E-04,7.75E-05,2.35E-04,6355,7761
hazel,7.97E-05,8.84E-05,8.73E-06,9.72E-05,3574,874
louie,7.97E-05,7.99E-05,2.80E-07,8.02E-05,3231,28
flip,7.97E-05,8.20E-05,2.29E-06,8.42E-05,3312,229
zia,7.96E-05,8.04E-05,7.99E-07,8.12E-05,3250,80
wes,7.96E-05,8.20E-05,2.47E-06,8.45E-05,3315,247
elly,7.95E-05,7.98E-05,3.20E-07,8.02E-05,3227,32
gas,7.95E-05,1.53E-04,7.33E-05,2.26E-04,6175,7337
monte,7.95E-05,8.29E-05,3.47E-06,8.64E-05,3352,347
stella,7.94E-05,8.73E-05,7.88E-06,9.52E-05,3529,789
francisco,7.94E-05,8.79E-05,8.44E-06,9.63E-05,3551,845
alb,7.94E-05,7.96E-05,1.90E-07,7.98E-05,3217,19
yamaha,7.94E-05,8.15E-05,2.17E-06,8.37E-05,3295,217
peace,7.94E-05,1.68E-04,8.87E-05,2.57E-04,6792,8880
mote,7.93E-05,7.96E-05,2.90E-07,7.99E-05,3217,29
kus,7.91E-05,7.91E-05,0,7.91E-05,3197,0
mina,7.91E-05,8.01E-05,9.69E-07,8.10E-05,3236,97
elam,7.91E-05,7.92E-05,1.10E-07,7.93E-05,3201,11
tap,7.91E-05,9.99E-05,2.09E-05,1.21E-04,4039,2088
abie,7.90E-05,7.96E-05,5.39E-07,8.01E-05,3216,54
catherine,7.90E-05,9.54E-05,1.64E-05,1.12E-04,3855,1638
glitter,7.90E-05,8.18E-05,2.83E-06,8.47E-05,3307,283
buffy,7.90E-05,7.94E-05,4.60E-07,7.99E-05,3210,46
edi,7.89E-05,8.03E-05,1.35E-06,8.16E-05,3245,135
melody,7.89E-05,8.54E-05,6.47E-06,9.19E-05,3451,648
jaime,7.89E-05,8.00E-05,1.09E-06,8.11E-05,3233,109
patty,7.89E-05,7.93E-05,4.10E-07,7.97E-05,3205,41
raw,7.89E-05,1.04E-04,2.47E-05,1.28E-04,4187,2475
murphy,7.89E-05,8.85E-05,9.59E-06,9.80E-05,3575,960
lonely,7.88E-05,9.64E-05,1.75E-05,1.14E-04,3894,1753
mau,7.88E-05,7.94E-05,5.59E-07,7.99E-05,3208,56
shin,7.88E-05,8.07E-05,1.94E-06,8.26E-05,3261,194
ape,7.87E-05,8.09E-05,2.14E-06,8.30E-05,3268,214
cami,7.86E-05,7.87E-05,5.99E-08,7.87E-05,3180,6
via,7.86E-05,1.25E-04,4.64E-05,1.71E-04,5052,4647
bio,7.85E-05,7.93E-05,7.89E-07,8.01E-05,3205,79
chichi,7.84E-05,7.84E-05,2.00E-08,7.85E-05,3170,2
lena,7.84E-05,7.93E-05,9.59E-07,8.03E-05,3206,96
ure,7.84E-05,7.89E-05,4.89E-07,7.93E-05,3187,49
pika,7.84E-05,7.84E-05,2.00E-08,7.84E-05,3168,2
miley,7.83E-05,7.84E-05,2.00E-08,7.84E-05,3167,2
mod,7.82E-05,8.21E-05,3.90E-06,8.60E-05,3319,390
cheeky,7.81E-05,8.16E-05,3.44E-06,8.50E-05,3297,344
gang,7.81E-05,9.36E-05,1.55E-05,1.09E-04,3782,1551
caitlin,7.81E-05,7.85E-05,4.40E-07,7.90E-05,3173,44
avid,7.81E-05,7.97E-05,1.66E-06,8.14E-05,3222,166
kali,7.81E-05,7.85E-05,4.30E-07,7.89E-05,3172,43
vicky,7.80E-05,8.08E-05,2.76E-06,8.35E-05,3265,276
capricorn,7.80E-05,7.93E-05,1.25E-06,8.05E-05,3204,125
wild,7.79E-05,1.33E-04,5.52E-05,1.88E-04,5379,5529
violet,7.78E-05,8.32E-05,5.33E-06,8.85E-05,3361,534
tag,7.78E-05,8.44E-05,6.61E-06,9.10E-05,3410,662
tut,7.77E-05,7.91E-05,1.39E-06,8.05E-05,3197,139
sonic,7.77E-05,7.99E-05,2.25E-06,8.22E-05,3231,225
jamaica,7.77E-05,8.34E-05,5.75E-06,8.92E-05,3372,576
katy,7.77E-05,7.94E-05,1.77E-06,8.12E-05,3210,177
cop,7.77E-05,8.23E-05,4.67E-06,8.70E-05,3327,467
dun,7.77E-05,8.14E-05,3.76E-06,8.52E-05,3290,376
taurus,7.75E-05,7.93E-05,1.80E-06,8.11E-05,3206,180
porn,7.75E-05,8.01E-05,2.55E-06,8.26E-05,3236,255
aus,7.75E-05,7.78E-05,2.90E-07,7.81E-05,3144,29
rab,7.75E-05,8.16E-05,4.06E-06,8.56E-05,3296,406
miami,7.73E-05,8.10E-05,3.72E-06,8.48E-05,3275,372
oven,7.73E-05,9.08E-05,1.35E-05,1.04E-04,3669,1348
allie,7.73E-05,7.75E-05,2.30E-07,7.78E-05,3134,23
hua,7.72E-05,7.77E-05,5.29E-07,7.82E-05,3140,53
devon,7.72E-05,9.02E-05,1.31E-05,1.03E-04,3646,1307
rodrigo,7.71E-05,7.93E-05,2.16E-06,8.14E-05,3204,216
vampire,7.71E-05,7.86E-05,1.48E-06,8.01E-05,3176,148
ping,7.71E-05,7.85E-05,1.42E-06,7.99E-05,3173,142
bugs,7.71E-05,8.00E-05,2.97E-06,8.30E-05,3235,297
dae,7.70E-05,7.83E-05,1.23E-06,7.95E-05,3163,123
rok,7.70E-05,7.73E-05,3.00E-07,7.76E-05,3123,30
vegas,7.69E-05,7.91E-05,2.21E-06,8.13E-05,3198,221
gur,7.69E-05,7.73E-05,4.00E-07,7.77E-05,3124,40
atl,7.67E-05,7.68E-05,4.99E-08,7.68E-05,3102,5
mira,7.67E-05,7.80E-05,1.36E-06,7.94E-05,3154,136
aiden,7.66E-05,7.68E-05,1.10E-07,7.69E-05,3102,11
ude,7.66E-05,7.67E-05,2.00E-08,7.67E-05,3098,2
lind,7.66E-05,7.70E-05,3.80E-07,7.74E-05,3111,38
joanne,7.65E-05,8.15E-05,4.99E-06,8.65E-05,3293,500
alf,7.64E-05,7.95E-05,3.06E-06,8.26E-05,3213,306
foo,7.64E-05,7.69E-05,4.40E-07,7.73E-05,3107,44
dub,7.64E-05,7.80E-05,1.57E-06,7.96E-05,3152,157
cari,7.64E-05,7.65E-05,4.99E-08,7.65E-05,3090,5
marissa,7.64E-05,7.66E-05,2.10E-07,7.68E-05,3096,21
york,7.64E-05,1.75E-04,9.90E-05,2.74E-04,7086,9906
boomer,7.63E-05,7.66E-05,2.80E-07,7.69E-05,3096,28
web,7.63E-05,8.22E-05,5.87E-06,8.80E-05,3321,588
kristen,7.63E-05,7.64E-05,8.99E-08,7.65E-05,3087,9
cai,7.62E-05,7.70E-05,7.69E-07,7.77E-05,3110,77
gods,7.61E-05,8.98E-05,1.37E-05,1.04E-04,3630,1370
aye,7.60E-05,1.28E-04,5.16E-05,1.79E-04,5158,5166
puppies,7.60E-05,7.83E-05,2.36E-06,8.07E-05,3165,236
cheyenne,7.59E-05,7.62E-05,2.20E-07,7.64E-05,3078,22
kem,7.58E-05,7.58E-05,3.00E-08,7.58E-05,3064,3
willie,7.58E-05,8.87E-05,1.29E-05,1.02E-04,3584,1294
leanne,7.57E-05,7.66E-05,8.69E-07,7.75E-05,3096,87
gian,7.57E-05,7.60E-05,2.30E-07,7.62E-05,3070,23
unio,7.57E-05,7.57E-05,9.99E-09,7.57E-05,3060,1
yus,7.57E-05,7.57E-05,2.00E-08,7.57E-05,3059,2
weet,7.56E-05,7.56E-05,9.99E-09,7.57E-05,3057,1
henry,7.56E-05,1.50E-04,7.40E-05,2.24E-04,6048,7410
chanel,7.56E-05,7.69E-05,1.23E-06,7.81E-05,3106,123
doggy,7.56E-05,7.67E-05,1.10E-06,7.78E-05,3100,110
sot,7.56E-05,7.58E-05,2.20E-07,7.60E-05,3064,22
alp,7.56E-05,7.69E-05,1.35E-06,7.83E-05,3108,135
awesome,7.55E-05,7.95E-05,3.97E-06,8.35E-05,3213,397
micheal,7.55E-05,7.57E-05,2.30E-07,7.60E-05,3061,23
edwin,7.54E-05,8.00E-05,4.58E-06,8.45E-05,3232,458
hei,7.54E-05,7.55E-05,9.99E-08,7.56E-05,3051,10
parker,7.54E-05,8.71E-05,1.17E-05,9.89E-05,3521,1175
lemon,7.54E-05,8.75E-05,1.22E-05,9.97E-05,3538,1219
asta,7.53E-05,7.54E-05,6.99E-08,7.55E-05,3047,7
hayley,7.53E-05,7.66E-05,1.27E-06,7.78E-05,3095,127
alvin,7.53E-05,7.60E-05,7.09E-07,7.67E-05,3072,71
snowball,7.53E-05,7.65E-05,1.22E-06,7.77E-05,3092,122
johan,7.52E-05,7.60E-05,7.19E-07,7.67E-05,3070,72
moi,7.52E-05,7.75E-05,2.34E-06,7.99E-05,3134,234
funky,7.51E-05,7.64E-05,1.26E-06,7.77E-05,3088,126
camille,7.51E-05,7.92E-05,4.07E-06,8.32E-05,3199,407
arturo,7.51E-05,7.54E-05,3.60E-07,7.58E-05,3049,36
maryjane,7.50E-05,7.50E-05,0,7.50E-05,3033,0
tav,7.49E-05,7.49E-05,3.00E-08,7.50E-05,3029,3
sanchez,7.49E-05,7.64E-05,1.48E-06,7.79E-05,3087,148
duke,7.49E-05,1.08E-04,3.34E-05,1.42E-04,4375,3342
joanna,7.48E-05,8.29E-05,8.13E-06,9.11E-05,3352,814
panter,7.48E-05,7.48E-05,2.00E-08,7.48E-05,3023,2
eld,7.48E-05,7.48E-05,3.00E-08,7.48E-05,3023,3
mok,7.46E-05,7.47E-05,1.10E-07,7.48E-05,3019,11
verde,7.45E-05,7.55E-05,1.04E-06,7.66E-05,3053,104
ivy,7.45E-05,8.06E-05,6.10E-06,8.67E-05,3257,611
laur,7.45E-05,7.45E-05,0,7.45E-05,3009,0
lindsay,7.45E-05,7.78E-05,3.37E-06,8.12E-05,3145,337
azo,7.44E-05,7.45E-05,3.00E-08,7.45E-05,3009,3
dag,7.44E-05,7.47E-05,3.40E-07,7.51E-05,3020,34
toe,7.43E-05,8.10E-05,6.64E-06,8.76E-05,3273,665
sally,7.43E-05,8.96E-05,1.52E-05,1.05E-04,3620,1525
yum,7.43E-05,7.56E-05,1.24E-06,7.68E-05,3054,124
lib,7.43E-05,7.65E-05,2.20E-06,7.87E-05,3091,220
amil,7.43E-05,7.43E-05,9.99E-09,7.43E-05,3002,1
sand,7.42E-05,1.05E-04,3.03E-05,1.35E-04,4224,3030
snoop,7.42E-05,7.45E-05,2.20E-07,7.47E-05,3009,22
bah,7.41E-05,7.44E-05,2.70E-07,7.46E-05,3006,27
cry,7.41E-05,1.07E-04,3.28E-05,1.40E-04,4320,3282
tis,7.41E-05,7.48E-05,6.89E-07,7.54E-05,3021,69
rice,7.40E-05,9.11E-05,1.70E-05,1.08E-04,3681,1706
leg,7.40E-05,1.28E-04,5.35E-05,1.81E-04,5154,5357
grandma,7.40E-05,7.91E-05,5.07E-06,8.41E-05,3195,508
rider,7.38E-05,8.37E-05,9.83E-06,9.35E-05,3381,984
billie,7.38E-05,7.54E-05,1.62E-06,7.70E-05,3047,162
app,7.38E-05,7.53E-05,1.55E-06,7.69E-05,3044,155
tristan,7.37E-05,7.59E-05,2.17E-06,7.81E-05,3068,217
reggie,7.37E-05,7.53E-05,1.54E-06,7.68E-05,3042,154
negro,7.37E-05,7.53E-05,1.60E-06,7.69E-05,3044,160
fri,7.37E-05,7.68E-05,3.04E-06,7.98E-05,3102,304
jung,7.37E-05,7.52E-05,1.52E-06,7.67E-05,3040,152
mons,7.37E-05,7.42E-05,5.39E-07,7.48E-05,3000,54
harvey,7.37E-05,8.61E-05,1.25E-05,9.86E-05,3481,1247
mora,7.37E-05,7.39E-05,2.00E-07,7.41E-05,2985,20
rut,7.36E-05,7.47E-05,1.01E-06,7.57E-05,3017,101
agosto,7.36E-05,7.36E-05,0,7.36E-05,2975,0
mauricio,7.36E-05,7.39E-05,2.60E-07,7.41E-05,2985,26
lindsey,7.36E-05,8.05E-05,6.94E-06,8.75E-05,3254,695
jada,7.36E-05,7.36E-05,0,7.36E-05,2973,0
hue,7.36E-05,7.57E-05,2.18E-06,7.79E-05,3061,218
sang,7.36E-05,8.53E-05,1.18E-05,9.71E-05,3449,1180
dela,7.35E-05,7.35E-05,9.99E-09,7.35E-05,2972,1
lit,7.35E-05,9.82E-05,2.47E-05,1.23E-04,3970,2475
pony,7.34E-05,8.05E-05,7.09E-06,8.76E-05,3254,710
rep,7.34E-05,7.58E-05,2.48E-06,7.83E-05,3065,248
hane,7.33E-05,7.33E-05,9.99E-09,7.33E-05,2964,1
ats,7.33E-05,7.37E-05,4.70E-07,7.42E-05,2980,47
armando,7.32E-05,7.36E-05,3.80E-07,7.40E-05,2974,38
elyn,7.32E-05,7.32E-05,2.00E-08,7.32E-05,2959,2
hood,7.32E-05,8.30E-05,9.83E-06,9.28E-05,3355,984
wars,7.31E-05,9.18E-05,1.87E-05,1.11E-04,3712,1875
mand,7.31E-05,7.32E-05,5.99E-08,7.32E-05,2957,6
matrix,7.31E-05,8.74E-05,1.43E-05,1.02E-04,3533,1433
mare,7.30E-05,7.94E-05,6.35E-06,8.58E-05,3209,636
hotdog,7.30E-05,7.30E-05,9.99E-09,7.30E-05,2950,1
debbie,7.29E-05,7.85E-05,5.58E-06,8.40E-05,3171,559
urb,7.28E-05,7.28E-05,2.00E-08,7.29E-05,2944,2
lara,7.27E-05,7.34E-05,6.99E-07,7.41E-05,2968,70
kung,7.27E-05,7.31E-05,3.30E-07,7.34E-05,2953,33
jesu,7.27E-05,7.31E-05,3.80E-07,7.35E-05,2955,38
iso,7.27E-05,7.37E-05,9.29E-07,7.46E-05,2977,93
metal,7.27E-05,1.19E-04,4.63E-05,1.65E-04,4809,4631
gerrard,7.27E-05,7.40E-05,1.26E-06,7.52E-05,2990,126
renz,7.27E-05,7.27E-05,0,7.27E-05,2937,0
batista,7.26E-05,7.29E-05,3.00E-07,7.32E-05,2947,30
hid,7.26E-05,7.95E-05,6.93E-06,8.64E-05,3213,694
milan,7.25E-05,8.22E-05,9.65E-06,9.18E-05,3321,966
morena,7.25E-05,7.26E-05,1.10E-07,7.27E-05,2935,11
nicolas,7.25E-05,7.42E-05,1.68E-06,7.59E-05,2998,168
emmanuel,7.24E-05,7.39E-05,1.56E-06,7.55E-05,2988,156
wade,7.24E-05,7.67E-05,4.37E-06,8.11E-05,3101,437
dreams,7.24E-05,9.79E-05,2.56E-05,1.24E-04,3958,2560
glen,7.23E-05,8.20E-05,9.63E-06,9.16E-05,3312,964
fra,7.23E-05,7.29E-05,6.69E-07,7.36E-05,2948,67
skyline,7.23E-05,7.50E-05,2.77E-06,7.78E-05,3032,277
drew,7.22E-05,1.23E-04,5.06E-05,1.73E-04,4963,5067
teen,7.21E-05,7.34E-05,1.22E-06,7.46E-05,2965,122
nell,7.21E-05,7.61E-05,3.95E-06,8.00E-05,3074,395
dancing,7.21E-05,9.71E-05,2.50E-05,1.22E-04,3924,2501
lollypop,7.21E-05,7.21E-05,0,7.21E-05,2914,0
willy,7.21E-05,7.55E-05,3.37E-06,7.88E-05,3050,337
damian,7.21E-05,7.70E-05,4.85E-06,8.18E-05,3110,486
gia,7.20E-05,7.22E-05,1.10E-07,7.23E-05,2916,11
nth,7.20E-05,7.24E-05,3.40E-07,7.27E-05,2925,34
parol,7.19E-05,7.21E-05,1.20E-07,7.22E-05,2912,12
dir,7.19E-05,7.27E-05,7.99E-07,7.35E-05,2939,80
chat,7.18E-05,8.49E-05,1.31E-05,9.80E-05,3432,1310
gavin,7.18E-05,7.86E-05,6.82E-06,8.55E-05,3178,683
bass,7.17E-05,9.06E-05,1.89E-05,1.10E-04,3663,1891
reen,7.17E-05,7.17E-05,0,7.17E-05,2898,0
hart,7.15E-05,7.77E-05,6.19E-06,8.39E-05,3140,620
perez,7.15E-05,7.25E-05,1.07E-06,7.36E-05,2932,107
alle,7.15E-05,7.16E-05,1.50E-07,7.18E-05,2894,15
lore,7.14E-05,7.31E-05,1.62E-06,7.47E-05,2953,162
iris,7.14E-05,7.99E-05,8.57E-06,8.85E-05,3231,858
bulldog,7.13E-05,7.24E-05,1.06E-06,7.34E-05,2925,106
dim,7.13E-05,7.94E-05,8.07E-06,8.74E-05,3208,808
ivo,7.13E-05,7.18E-05,4.80E-07,7.22E-05,2900,48
asp,7.10E-05,7.16E-05,6.59E-07,7.23E-05,2895,66
panthers,7.10E-05,7.16E-05,5.99E-07,7.22E-05,2892,60
jessy,7.09E-05,7.10E-05,9.99E-08,7.11E-05,2871,10
arte,7.09E-05,7.16E-05,6.99E-07,7.23E-05,2895,70
mango,7.09E-05,7.20E-05,1.14E-06,7.32E-05,2911,114
pep,7.08E-05,7.30E-05,2.13E-06,7.51E-05,2949,213
cory,7.08E-05,7.13E-05,4.30E-07,7.17E-05,2880,43
aer,7.08E-05,7.13E-05,4.80E-07,7.17E-05,2880,48
mop,7.08E-05,7.35E-05,2.77E-06,7.63E-05,2972,277
loka,7.08E-05,7.08E-05,0,7.08E-05,2860,0
calvin,7.08E-05,7.25E-05,1.76E-06,7.43E-05,2931,176
allan,7.07E-05,8.11E-05,1.04E-05,9.15E-05,3279,1040
sweetheart,7.07E-05,7.48E-05,4.13E-06,7.90E-05,3025,413
kac,7.07E-05,7.07E-05,0,7.07E-05,2856,0
beast,7.06E-05,7.97E-05,9.10E-06,8.88E-05,3222,911
gustavo,7.06E-05,7.09E-05,2.90E-07,7.12E-05,2864,29
lovin,7.05E-05,7.05E-05,9.99E-09,7.05E-05,2850,1
wesley,7.05E-05,7.80E-05,7.49E-06,8.55E-05,3152,750
cess,7.05E-05,7.08E-05,2.70E-07,7.10E-05,2860,27
uji,7.05E-05,7.05E-05,0,7.05E-05,2848,0
mariel,7.04E-05,7.05E-05,3.00E-08,7.05E-05,2848,3
sunflower,7.04E-05,7.16E-05,1.15E-06,7.27E-05,2892,115
mars,7.04E-05,7.66E-05,6.19E-06,8.28E-05,3095,620
mayra,7.04E-05,7.04E-05,9.99E-09,7.04E-05,2844,1
naomi,7.04E-05,7.27E-05,2.37E-06,7.51E-05,2939,237
yay,7.03E-05,7.05E-05,1.30E-07,7.06E-05,2848,13
hurts,7.03E-05,7.56E-05,5.23E-06,8.08E-05,3054,524
bac,7.03E-05,7.05E-05,2.40E-07,7.08E-05,2851,24
chubby,7.03E-05,7.16E-05,1.31E-06,7.29E-05,2893,131
cot,7.02E-05,7.52E-05,4.95E-06,8.02E-05,3039,496
inm,7.02E-05,7.02E-05,0,7.02E-05,2837,0
playgirl,7.02E-05,7.02E-05,4.00E-08,7.03E-05,2838,4
yak,7.01E-05,7.06E-05,5.69E-07,7.12E-05,2855,57
josue,7.00E-05,7.00E-05,0,7.00E-05,2829,0
nani,7.00E-05,7.00E-05,0,7.00E-05,2828,0
ariz,6.99E-05,6.99E-05,0,6.99E-05,2827,0
fany,6.99E-05,7.00E-05,4.99E-08,7.00E-05,2829,5
